iter	Logloss
157	0.2397602333
158	0.238971676
159	0.2382348499
160	0.2373968262
161	0.2365845503
162	0.235771998
163	0.2351274053
164	0.2345083337
165	0.2337005993
166	0.2332567004
167	0.2327886312
168	0.2321212411
169	0.231275669
170	0.2306783736
171	0.2300962465
172	0.2290504848
173	0.2283062855
174	0.2277300706
175	0.226814381
176	0.2262384711
177	0.2255796002
178	0.2249288768
179	0.2243809824
180	0.2238238616
181	0.2231315661
182	0.222732039
183	0.2220761212
184	0.2213719466
185	0.2206898853
186	0.2199811137
187	0.2193824206
188	0.2188893436
189	0.2183202428
190	0.2176786179
191	0.2169721075
192	0.2167382717
193	0.2161772262
194	0.2157594645
195	0.2153140185
196	0.2146532219
197	0.2143776592
198	0.213606064
199	0.2130018206
200	0.2126863028
201	0.2123258699
202	0.2118356861
203	0.211280164
204	0.2108171182
205	0.2102826317
206	0.2100882628
207	0.2095283069
208	0.2091021513
209	0.2087160474
210	0.2081586893
211	0.2078317359
212	0.2075163054
213	0.2072966956
214	0.2069194304
215	0.206516347
216	0.2062286256
217	0.205745159
218	0.2054944494
219	0.2052689946
220	0.2049270536
221	0.2047782267
222	0.2043259857
223	0.2041067391
224	0.203660665
225	0.2031494186
226	0.2027573456
227	0.2023755298
228	0.2021157886
229	0.2018211118
230	0.2014439942
231	0.2013322036
232	0.2011484852
233	0.2008639661
234	0.2006808628
235	0.2004612693
236	0.2001939997
237	0.1998002656
238	0.1993921824
239	0.1992301205
240	0.1989102024
241	0.198791984
242	0.1984233047
243	0.1979900383
244	0.1977208421
245	0.1972493533
246	0.1967241573
247	0.1961608479
248	0.1959174032
249	0.1955563255
250	0.1951021584
251	0.194731744
252	0.194209118
253	0.1938315517
254	0.1935037709
255	0.193280065
256	0.1930622697
257	0.192432491
258	0.1922760467
259	0.1920313457
260	0.1919209904
261	0.1917566369
262	0.1914914515
263	0.1911225363
264	0.190755748
265	0.1904885856
266	0.1900008864
267	0.1896935635
268	0.1894216216
269	0.1888873474
270	0.1887571711
271	0.1884087493
272	0.1881060076
273	0.1878980598
274	0.187589594
275	0.187247186
276	0.1871235846
277	0.1870393631
278	0.1866420308
279	0.186386568
280	0.1861419742
281	0.1859441508
282	0.1857432796
283	0.1856421644
284	0.1855265669
285	0.1851375564
286	0.1848795586
287	0.1846897174
288	0.1846167838
289	0.1844776259
290	0.1841582319
291	0.1841194859
292	0.1838589522
293	0.1837706207
294	0.1836546419
295	0.1833208822
296	0.1829982517
297	0.1828284854
298	0.1826028153
299	0.1823125435
300	0.1820600446
301	0.1819256144
302	0.1816351726
303	0.1811004109
304	0.1809066206
305	0.1808183186
306	0.1806645431
307	0.1805661403
308	0.1803828132
309	0.180116251
310	0.1799193459
311	0.1796734536
312	0.1795610434
313	0.1794137248
314	0.1792395467
315	0.1790790718
316	0.1786890511
317	0.1783194954
318	0.1780975744
319	0.1779647269
320	0.1778316035
321	0.1777418574
322	0.1776727746
323	0.1775572471
324	0.1772367552
325	0.1771364072
326	0.1770311321
327	0.1769010597
328	0.1767318802
329	0.1766503506
330	0.1763779176
331	0.1762123404
332	0.1760809393
333	0.1759647444
334	0.1758041281
335	0.1757187634
336	0.1754690443
337	0.1752514279
338	0.1750301676
339	0.1749227134
340	0.1747047927
341	0.1746409584
342	0.1745496376
343	0.1743706106
344	0.1739087401
345	0.1738359548
346	0.1736655894
347	0.1735496698
348	0.1734018195
349	0.173302317
350	0.173213756
351	0.1730639974
352	0.1729927938
353	0.1729160895
354	0.1728234856
355	0.1727583825
356	0.1726485754
357	0.1724900715
358	0.1724285827
359	0.1723058919
360	0.1721794241
361	0.1719021436
362	0.1717341744
363	0.1715158051
364	0.1713247358
365	0.1711951888
366	0.1711423519
367	0.1709970445
368	0.1708567551
369	0.1707127476
370	0.1705933419
371	0.1704771358
372	0.1702618643
373	0.170218878
374	0.1699193179
375	0.1697197843
376	0.1695421784
377	0.1693613633
378	0.1692770723
379	0.1691885118
380	0.1689195809
381	0.1686058186
382	0.168334414
383	0.1682383475
384	0.1681337551
385	0.167960464
386	0.1678652408
387	0.1677042289
388	0.167434591
389	0.1672606818
390	0.1670454786
391	0.166862182
392	0.1667719956
393	0.166726675
394	0.1665828357
395	0.1664736882
396	0.1663422124
397	0.1662518921
398	0.1661518639
399	0.165860706
400	0.16569936
401	0.1655452704
402	0.165466919
403	0.1653471869
404	0.1652179817
405	0.1650511134
406	0.1648837149
407	0.1647247847
408	0.1645945111
409	0.1645325552
410	0.1642818863
411	0.1640661281
412	0.1639843883
413	0.1637527534
414	0.1636507005
415	0.16351094
416	0.1634623008
417	0.1633567412
418	0.1629875794
419	0.1628881477
420	0.1626359196
421	0.1624068413
422	0.1622333411
423	0.161993859
424	0.1619148571
425	0.1618285371
426	0.161656863
427	0.1615781045
428	0.1613577564
429	0.1613208298
430	0.161236861
431	0.1611719963
432	0.1610665574
433	0.1609400955
434	0.1608720558
435	0.1607974128
436	0.1605457007
437	0.1603761016
438	0.160150312
439	0.1600209607
440	0.159707282
441	0.1596139653
442	0.1593349955
443	0.1591025791
444	0.1589373641
445	0.158695887
446	0.1585408989
447	0.1583221461
448	0.1582269421
449	0.1581521137
450	0.1579923908
451	0.1579407509
452	0.1577532093
453	0.1576719339
454	0.1573910274
455	0.1572680678
456	0.1570360632
457	0.1569210579
458	0.1567882887
459	0.1566815682
460	0.1563997807
461	0.1562166119
462	0.1560014481
463	0.1559039974
464	0.1557957468
465	0.155506987
466	0.1553203731
467	0.1552773211
468	0.1551921494
469	0.1551031521
470	0.1549636016
471	0.1548871109
472	0.15483582
473	0.1546806188
474	0.1544158789
475	0.1542742012
476	0.1542003859
477	0.1539641384
478	0.1537615646
479	0.1536702443
480	0.1535380348
481	0.1533226362
482	0.1532727732
483	0.1531993042
484	0.1531202473
485	0.1530257958
486	0.1529526287
487	0.1528032927
488	0.1527440138
489	0.1524842214
490	0.1524015839
491	0.1522504133
492	0.1519810782
493	0.1518801921
494	0.1517341217
495	0.151639995
496	0.1515623606
497	0.1514730443
498	0.1514164388
499	0.1513076176
500	0.1512509259
501	0.1511355799
502	0.15109846
503	0.1509413265
504	0.1508983174
505	0.1508454577
506	0.1507911672
507	0.1506567933
508	0.1505429497
509	0.1504874112
510	0.1500853884
511	0.1500409458
512	0.1497756183
513	0.1496200782
514	0.1495593039
515	0.1494639219
516	0.1493525652
517	0.1491774368
518	0.1490925428
519	0.1490102141
520	0.1486866723
521	0.1486014243
522	0.1485361787
523	0.1485023178
524	0.1483365521
525	0.1482717934
526	0.1480486408
527	0.147930468
528	0.1478911479
529	0.1478293865
530	0.1477115816
531	0.1476320331
532	0.1474518412
533	0.1473870778
534	0.1473217681
535	0.1472519894
536	0.1471115252
537	0.1470236668
538	0.1469397479
539	0.1467366005
540	0.1466733322
541	0.1465831039
542	0.1464689656
543	0.1461386412
544	0.1460444333
545	0.1459097621
546	0.1456877288
547	0.1456126139
548	0.1455720471
549	0.1454817553
550	0.1454383509
551	0.1453238857
552	0.1452655406
553	0.1451053971
554	0.1449787518
555	0.1449186297
556	0.1446799853
557	0.1446269681
558	0.1445836656
559	0.1445380692
560	0.1444233606
561	0.1441441665
562	0.1440293985
563	0.143816727
564	0.1437378709
565	0.1436511073
566	0.143470915
567	0.1434289599
568	0.143333927
569	0.1432832312
570	0.1431824264
571	0.1430447578
572	0.1429507852
573	0.1428315674
574	0.1427754435
575	0.1425666211
576	0.1424866536
577	0.1423744884
578	0.1421061354
579	0.1420182896
580	0.1419270557
581	0.141852828
582	0.1417720242
583	0.1416925878
584	0.1416328954
585	0.1415599062
586	0.1413258922
587	0.1412246119
588	0.1410661545
589	0.1408677753
590	0.1407191263
591	0.1403424302
592	0.1402860756
593	0.1401657322
594	0.1401138894
595	0.1400660815
596	0.1399980784
597	0.1398750413
598	0.1397974186
599	0.139637259
600	0.1395329436
601	0.1393541718
602	0.1391496299
603	0.138904065
604	0.138862975
605	0.1387788188
606	0.1386618993
607	0.1383162576
608	0.1382441853
609	0.1380706038
610	0.1380204104
611	0.1379672003
612	0.1379257681
613	0.1376141725
614	0.137559143
615	0.1373108466
616	0.1372705236
617	0.1371247369
618	0.1370742349
619	0.1370285526
620	0.1369799555
621	0.1368618895
622	0.136705865
623	0.1365688919
624	0.1364887263
625	0.1363866847
626	0.1362729565
627	0.136067278
628	0.1360046045
629	0.1359585933
630	0.1358907996
631	0.1358145922
632	0.1356670602
633	0.1355858347
634	0.135421642
635	0.1353483243
636	0.1352239802
637	0.1350867466
638	0.1350225742
639	0.1348966977
640	0.1348401919
641	0.1346776505
642	0.1346227375
643	0.134535972
644	0.134448011
645	0.1343742194
646	0.1342907957
647	0.1341215875
648	0.1340760787
649	0.1340268285
650	0.133954745
651	0.1338870704
652	0.1337886728
653	0.1337040881
654	0.133631027
655	0.1331336422
656	0.1328263502
657	0.1327507907
658	0.1326651282
659	0.1326213822
660	0.1324576936
661	0.1323921972
662	0.1322311491
663	0.1321548939
664	0.1319276391
665	0.1317338134
666	0.1316797197
667	0.1316262379
668	0.1315505919
669	0.1314814792
670	0.1313606902
671	0.1312034846
672	0.1311132736
673	0.1310726547
674	0.1309785335
675	0.1309286486
676	0.1308489973
677	0.1307756063
678	0.1306925509
679	0.1304747218
680	0.1303576886
681	0.1303034409
682	0.130236103
683	0.1300946126
684	0.130008902
685	0.1298661106
686	0.1298128073
687	0.129752368
688	0.1296932625
689	0.1296321654
690	0.1295652316
691	0.1293712908
692	0.1292339381
693	0.1289275948
694	0.1288643976
695	0.1285505422
696	0.1284435195
697	0.1283701463
698	0.128148839
699	0.1278791813
700	0.1277146767
701	0.1276482057
702	0.1275425261
703	0.1274792457
704	0.1274224877
705	0.1273665487
706	0.1271545553
707	0.1270882656
708	0.1270171744
709	0.1267663556
710	0.126666789
711	0.1265680107
712	0.1261677238
713	0.126091791
714	0.1259465185
715	0.1258757765
716	0.1257045793
717	0.1254923208
718	0.1254419531
719	0.1252092543
720	0.1250256649
721	0.1249656485
722	0.1249248811
723	0.12483801
724	0.1244145978
725	0.1239304079
726	0.1237647031
727	0.1237101682
728	0.1234843884
729	0.1234087925
730	0.1233166965
731	0.1232472546
732	0.1231613647
733	0.1230482378
734	0.1229712855
735	0.1228884026
736	0.1227935685
737	0.1225201053
738	0.122435842
739	0.1223865073
740	0.1223207599
741	0.1222690764
742	0.1221656559
743	0.1220987358
744	0.1220160487
745	0.1216318388
746	0.1215568214
747	0.1214659664
748	0.1213846404
749	0.1211233441
750	0.121004059
751	0.1205651677
752	0.1204578803
753	0.1202348583
754	0.1198699019
755	0.1198217491
756	0.1195034012
757	0.1193003527
758	0.1191933235
759	0.11911507
760	0.1187726596
761	0.118688804
762	0.11842403
763	0.1183409267
764	0.1182855825
765	0.1182313548
766	0.1181440527
767	0.1180708422
768	0.117956333
769	0.1176416693
770	0.117543915
771	0.1172424019
772	0.1171711117
773	0.1168387433
774	0.1165768105
775	0.1165159287
776	0.1162514813
777	0.1160971528
778	0.1160115367
779	0.1159573733
780	0.1157318329
781	0.1153816396
782	0.1153404371
783	0.1152899779
784	0.1152090952
785	0.115136665
786	0.1147743832
787	0.1147327489
788	0.1146372406
789	0.1145577624
790	0.1144743721
791	0.1144064542
792	0.1143600494
793	0.1142579464
794	0.1139356765
795	0.113865101
796	0.1138121479
797	0.1137201479
798	0.1136650774
799	0.1135738922
800	0.1131284695
801	0.1130720479
802	0.1130191888
803	0.1126738426
804	0.1126302533
805	0.112562222
806	0.1122893748
807	0.1121869345
808	0.1118399977
809	0.1115303752
810	0.1114264683
811	0.1113896766
812	0.1112731885
813	0.1111848258
814	0.1110683964
815	0.1107022625
816	0.1106479472
817	0.1103066805
818	0.1100294941
819	0.1097877963
820	0.109749581
821	0.1096889693
822	0.109632421
823	0.1093689095
824	0.1090338088
825	0.1089657031
826	0.1086108845
827	0.1082615065
828	0.1081825145
829	0.1078894129
830	0.1078132212
831	0.1077722242
832	0.107702467
833	0.107614227
834	0.1075506443
835	0.1075125573
836	0.1074381203
837	0.1073652311
838	0.107115922
839	0.1070509937
840	0.1069764923
841	0.1066884809
842	0.1064115865
843	0.1063441571
844	0.1060657407
845	0.1059517109
846	0.1059112153
847	0.1058242873
848	0.1055135063
849	0.1051934078
850	0.1051368316
851	0.1050913068
852	0.1048411371
853	0.1045776161
854	0.104417626
855	0.1043368716
856	0.1042880009
857	0.1042277067
858	0.1041603766
859	0.1041257486
860	0.1040355821
861	0.1038078542
862	0.1037735558
863	0.1036973151
864	0.1035376717
865	0.103437983
866	0.1031509237
867	0.1029174623
868	0.1026982801
869	0.1024130466
870	0.1023779387
871	0.1022941541
872	0.102248378
873	0.1022146961
874	0.1021432192
875	0.1020888271
876	0.1018339174
877	0.1017723762
878	0.101503334
879	0.1014534557
880	0.1011711922
881	0.101097029
882	0.1010263744
883	0.1007666831
884	0.1005051878
885	0.1002172435
886	0.1001837119
887	0.09985679135
888	0.09961661029
889	0.09936357066
890	0.09932457223
891	0.09922015511
892	0.09918698151
893	0.09912896607
894	0.09893806191
895	0.09890478086
896	0.09883496481
897	0.0988026296
898	0.09857329684
899	0.09853342495
900	0.09850164151
901	0.09838172795
902	0.09821948979
903	0.09818746058
904	0.09813167263
905	0.09810041222
906	0.09805129764
907	0.09783204893
908	0.09776958382
909	0.09769936659
910	0.09762567379
911	0.09747564775
912	0.09718105919
913	0.09713833606
914	0.0971082557
915	0.09704998909
916	0.0967845549
917	0.09651860569
918	0.0964810244
919	0.09645134733
920	0.09626538339
921	0.09620051811
922	0.09596342926
923	0.09590218198
924	0.09571241436
925	0.09565321516
926	0.09562241095
927	0.09555134761
928	0.09530757156
929	0.0950880274
930	0.09504729555
931	0.09500087478
932	0.09497009471
933	0.09468782128
934	0.09444942218
935	0.09439456265
936	0.09426065818
937	0.09420424455
938	0.09398535267
939	0.09392835314
940	0.09389695486
941	0.09386857481
942	0.09378544702
943	0.09374424216
944	0.09365567032
945	0.09333651976
946	0.09314283773
947	0.09311510007
948	0.0930783516
949	0.09304675434
950	0.09282291972
951	0.09276478198
952	0.09273713044
953	0.09251041405
954	0.09230500922
955	0.09215462119
956	0.09212037347
957	0.09204866521
958	0.09201706101
959	0.09174437605
960	0.09168725261
961	0.0916207242
962	0.09155727727
963	0.09152248435
964	0.09148575766
965	0.09145942418
966	0.09140992481
967	0.09124392513
968	0.0910365159
969	0.09089642806
970	0.09068576354
971	0.09048852363
972	0.09046260808
973	0.09024519778
974	0.09018522369
975	0.08996026759
976	0.08991191449
977	0.08970106493
978	0.08967569902
979	0.08946369796
980	0.08942031544
981	0.08934857824
982	0.08928593321
983	0.08923880496
984	0.08913509278
985	0.08909976837
986	0.08896543594
987	0.08894046404
988	0.08891575743
989	0.08885104892
990	0.08862404052
991	0.08859953442
992	0.08853567796
993	0.08849598473
994	0.08828339608
995	0.08824009214
996	0.08800646544
997	0.08793673437
998	0.08789755
999	0.0876574174
